-0.030601693	-0.088423714	-0.005617469	-0.024398346	0.020435419	0.019279249	-0.0010833213	0.046970103	0.03179528	0.05642032	-0.012823057	-0.014302568	0.049973674	0.047753494	-0.031196073	0.022046791
0.06683751	-0.09409498	0.112673014	-0.0771195	0.043189954	0.03418519	-0.0442835	0.09771469	0.10753863	0.13637267	-0.08622347	-0.016453043	0.068069756	0.14018467	-0.048933472	-0.12549597
0.11117981	-0.2755721	0.16927126	-0.25900158	-0.059781954	0.059626225	-0.07705718	0.2216389	0.15875942	0.21464887	-0.12697248	-0.09733447	0.16349882	0.17947935	-0.04278891	-0.13444781
-0.23127417	0.59860176	-0.43955514	0.5745855	-0.09336658	-0.23657192	0.28619903	-0.46976122	-0.3297058	-0.555837	0.45018825	0.3584054	-0.5210171	-0.50342727	-0.13913156	0.43235737
0.04627408	0.06947985	-0.04024239	0.037937988	-0.14212449	-0.030299723	0.050912835	0.0058474713	-0.023363788	0.011344885	0.065821275	0.021111738	-0.066122994	-0.0036696668	-0.052634295	0.05874235
0.044473086	-0.09288534	0.061414536	-0.09019718	-0.13471805	-0.0076797595	0.006661468	0.09414568	0.035946514	0.10131442	-0.022731762	0.019471806	0.09047866	0.0378619	0.0060155	-0.06009102
-0.2795552	0.52304494	-0.45209473	0.55662334	-0.22925663	-0.36291358	0.41055235	-0.45378596	-0.3799003	-0.3663915	0.41727054	0.35280558	-0.48970896	-0.47412077	-0.33701238	0.43299797
0.05282421	-0.10942603	0.10742424	-0.084344976	-0.19609483	0.042475548	-0.025992315	0.072679915	0.04552668	0.05517633	-0.060057875	-0.043915175	0.071037404	0.054807913	-0.04715117	-0.1107047
-0.291658	0.49395502	-0.34854898	0.501786	-0.2527946	-0.32131845	0.38017038	-0.42519516	-0.34395078	-0.42655265	0.3518876	0.32391387	-0.37759164	-0.4200956	-0.3476302	0.34893858
-0.06258688	-0.007238073	-0.003723363	-0.042865053	0.10264389	0.00056949456	0.021049324	0.04963281	0.03468674	0.047096543	0.03557788	0.031540655	0.020954773	0.046916813	-0.015416723	0.019438555
-0.31573832	0.5065805	-0.48945293	0.5404525	-0.21188754	-0.3819513	0.32201698	-0.47571895	-0.42868277	-0.44056857	0.43133122	0.3744504	-0.51295656	-0.5105411	-0.31193724	0.43981633
0.06648063	-0.118524455	0.09927269	-0.13765253	0.0459039	0.07039048	0.015703978	0.026837934	0.067231655	0.12073391	-0.08992623	-0.092026256	0.10522497	0.097102076	-0.04589641	-0.06994047
-0.10119465	0.2844947	-0.24007629	0.36892805	-0.054515928	-0.11461155	0.13670114	-0.21842788	-0.22766793	-0.32068825	0.26513937	0.13360575	-0.26159856	-0.23264283	-0.036049187	0.279561
0.26908728	-0.45588595	0.3245692	-0.47072	-0.1764402	0.27061802	-0.22412774	0.42183927	0.32384476	0.39281097	-0.31490472	-0.26862803	0.34261042	0.37395427	0.059716944	-0.37302014
0.07009944	-0.027788408	0.067314304	3.190716e-05	-0.07575218	-0.012471814	-0.05712169	0.036907785	0.07741482	-0.020355158	-0.039989047	0.0079057235	0.012331009	0.022466533	0.04982729	-0.038120758
-0.012986041	-0.0021253147	-0.016662054	0.027857207	-0.019659042	-0.0018316036	0.051512446	0.009669229	-0.009090973	0.033866454	0.037258323	-0.021999903	-0.048276126	0.04676302	-0.024693307	0.035483733
0.09440429	-0.10133949	0.14990278	-0.1593822	-0.2529064	0.051171366	-0.028613834	0.15909211	0.16784649	0.13342415	-0.12654576	-0.0832273	0.08328741	0.076074064	0.049848165	-0.09017957
0.01832139	0.1506039	-0.029920474	0.0859732	-0.13800399	0.051544767	-0.053679287	-0.07388014	-0.058624893	-0.08804166	0.07859855	0.077825665	-0.04802638	-0.11408885	0.07687618	0.08099452
-0.11075079	-0.06176188	0.00404331	0.0025323005	0.097540155	-0.05433438	0.05897014	0.031198598	-0.081173465	0.04997628	-0.0069248867	0.06649455	-0.025107007	0.024123246	-0.14132573	-0.016968641
-0.24911688	0.28338346	-0.249048	0.35548306	0.07206573	-0.1962774	0.19358452	-0.25491574	-0.21358165	-0.31948656	0.29408237	0.25683984	-0.2538857	-0.28491506	-0.19989279	0.27129233
-0.13126157	0.073890805	-0.15487073	0.11241945	0.060305767	-0.10106433	0.1736476	-0.12442292	-0.10098178	-0.057922002	0.1500237	0.09125181	-0.08888485	-0.05560606	-0.15430847	0.13104586
0.050073493	-0.046838682	0.027124628	0.0070502623	-0.088596724	-0.043148845	0.020165212	0.042830043	0.08641444	0.078806005	0.0044143423	0.022798184	-0.01065913	0.007095708	-0.041071072	-0.023917109
0.01153564	-0.11139658	0.009770212	-0.125629	2.3355213e-05	-0.01791143	-0.038698044	0.008804957	0.043139413	0.059316512	-0.05543745	-0.0140535	0.033763155	0.11692355	-0.01969566	-0.048551355
-0.0027788514	-0.096655644	0.023108022	-0.05050785	0.109181784	0.02013152	0.07504976	0.030306082	-0.026815541	0.014817273	-0.013305488	0.045003366	0.048382025	0.04024691	-0.10529237	-0.061791487
-0.04856374	0.075421795	-0.06970879	0.057778616	0.0025680366	-0.048224606	0.035774447	-0.08392151	-0.03500286	-0.030598156	0.03827568	0.050605632	-0.08701683	-0.033673096	-0.012963919	0.022586884
-0.3023769	0.38087037	-0.3611965	0.46982414	0.1311661	-0.25142345	0.33488706	-0.459391	-0.34443054	-0.38544202	0.36288273	0.32592058	-0.4286599	-0.43039668	-0.1724105	0.43165484
-0.045076404	0.12099404	-0.05261031	0.090529956	0.103405036	-0.056602765	0.117178366	-0.060242537	-0.053012963	-0.122843854	0.064963564	0.10343724	-0.09212654	-0.09305527	-0.13134995	0.04712486
0.11929013	-0.11944194	0.058849808	-0.13300794	0.1937659	0.20242177	-0.24321638	0.097708896	0.13196436	0.0142228855	-0.068184346	-0.19403005	0.122247495	0.08496216	0.2715485	-0.12664886
0.26168218	-0.2562659	0.19702391	-0.19892962	-0.19490583	0.2085906	-0.25108182	0.20504768	0.18024759	0.1610574	-0.24756841	-0.2085003	0.19520639	0.23074678	0.20796287	-0.22911763
-0.16590817	0.37562385	-0.3201379	0.4023949	0.23090866	-0.11039879	0.100835465	-0.38201565	-0.27930605	-0.32981434	0.29360202	0.20778164	-0.2924894	-0.27981535	-0.006412048	0.34448227
-0.318142	0.44299296	-0.4965683	0.48768395	0.27868232	-0.33065093	0.32860696	-0.4734032	-0.4110985	-0.45667917	0.44022828	0.33310512	-0.44810703	-0.4813332	-0.29577637	0.4800531
-0.031918257	0.07814788	-0.0426593	0.120627955	-0.034513213	0.054531842	-0.073622316	-0.037814535	-0.08760034	-0.14198355	0.01832029	-0.017358562	-0.10774218	-0.08411126	0.109925814	0.020859757
-0.3716673	0.3921638	-0.36937386	0.40703803	0.23744169	-0.3722951	0.44562408	-0.39002022	-0.38527602	-0.3650102	0.4312852	0.39875776	-0.4428238	-0.42183504	-0.40949017	0.41743433
0.0022756238	-0.07181594	0.057952523	-0.08890617	0.08617706	0.05896314	-0.07862001	0.02586128	-0.0133232875	0.024850098	-0.03390901	0.008027963	0.08587681	0.06821587	0.023579381	0.0107105
